Time,K,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3,D4,E1,E2,E3,E4,F1,F2,F3,F4,G1,G2,G3,G4,W,X,Y,Z,N1,N2,N3,N4,N5,N6,N7,N8,H1,H2,H3,H4,J1,J2,J3,K1,K2,K3,K4
161,1,6,6,6,6,7,7,7,7,7,7,7,7,4,4,4,7,1,1,1,1,7,7,7,7,1,1,1,5,2,3,4,3,,,,,,1,1,1,6,6,6,6,6,6,6,6,6,6,6
249,1,7,6,6,7,7,6,6,7,5,4,4,5,6,5,5,6,5,5,5,5,6,5,6,6,5,4,4,5,2,3,2,4,,1,,,,1,1,1,7,6,7,7,5,5,5,5,5,6,5
243,1,6,5,2,7,6,4,2,7,4,2,1,2,4,1,1,4,5,1,1,4,2,1,1,1,1,1,1,1,1,4,4,3,,1,,1,1,1,1,1,7,7,7,7,3,2,1,7,7,5,4
689,1,6,6,6,6,6,6,6,6,5,5,3,6,6,6,5,7,6,6,6,6,6,6,6,6,5,5,5,5,1,5,4,3,1,1,1,1,1,1,1,,6,5,5,6,6,5,5,7,7,7,7
261,1,6,6,6,7,6,5,5,6,4,4,4,3,4,4,4,5,4,4,4,4,3,3,3,3,3,3,3,4,2,4,4,3,,,,,,,1,1,7,7,7,7,3,3,3,4,4,4,4
155,1,6,6,7,7,5,7,7,7,7,7,7,7,4,6,5,5,7,7,7,7,3,5,4,5,6,6,6,6,2,3,2,3,,1,1,,,,1,1,7,7,7,7,7,7,7,7,7,7,7
450,1,7,7,7,7,7,7,6,7,2,2,2,4,2,2,2,4,3,3,2,4,3,3,3,2,1,1,1,3,1,5,3,5,,,,,,1,,1,7,6,7,7,4,4,5,5,5,4,6
278,1,6,6,6,6,5,5,5,7,3,3,3,6,5,5,4,6,4,4,4,3,6,4,4,7,5,5,5,3,1,3,3,6,,1,1,1,1,1,1,1,6,6,6,6,6,4,3,6,4,4,6
1025,1,4,4,7,1,7,7,7,4,4,4,4,7,4,4,4,5,7,5,4,7,6,4,4,4,7,7,7,7,1,2,2,3,,1,,,,,1,1,7,6,5,1,5,7,6,3,1,7,1
272,1,7,6,1,7,6,6,1,7,6,5,2,7,7,7,1,7,4,4,1,3,3,3,7,5,6,4,1,4,2,3,4,3,,1,,1,1,,1,1,5,6,4,5,7,5,7,7,7,7,7
203,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,4,3,2,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7
181,1,7,7,7,7,7,7,7,7,6,6,6,6,4,3,3,6,3,2,2,2,1,1,1,2,1,1,1,1,2,3,5,3,,,,,1,1,,1,7,7,7,7,6,3,3,6,7,7,5
85,1,2,2,2,2,3,3,2,4,2,2,2,3,3,4,4,3,4,4,3,3,2,1,4,3,2,1,2,2,2,3,3,4,1,1,1,1,,1,,,2,4,3,4,5,5,4,5,4,3,4
110,1,4,4,2,4,7,6,4,6,7,7,7,7,6,4,4,2,6,4,4,5,7,7,6,6,7,7,7,7,2,3,4,5,,,,,,1,1,1,7,7,7,7,7,7,3,4,4,2,3
83,1,6,5,6,4,6,5,6,5,7,7,6,5,5,6,5,5,4,3,5,5,4,3,3,4,4,4,5,4,2,4,4,3,,,,,,,1,1,7,7,7,7,7,7,6,5,6,5,6
285,1,5,5,5,7,4,5,5,6,6,5,6,6,6,6,6,7,6,6,6,6,4,5,4,5,6,6,6,6,2,5,3,2,,,,1,1,1,,,6,6,6,6,4,4,4,5,5,6,6
217,1,5,7,5,7,4,6,5,7,5,4,6,7,5,6,3,5,5,6,5,4,6,5,6,5,4,5,6,6,2,4,4,3,,,,,1,,1,1,7,7,6,7,6,7,5,7,5,7,7
133,1,6,6,6,6,6,5,5,5,5,4,4,5,4,4,3,4,5,4,4,5,4,4,3,4,4,4,3,4,2,3,1,3,,,,1,,1,1,1,5,6,4,5,3,4,3,5,4,4,5
413,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,6,4,2,,,,,,1,1,1,7,7,7,7,7,7,7,7,7,7,7
2468,1,6,5,5,6,6,5,6,6,4,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,2,3,4,3,,,,1,,,1,1,5,5,6,6,4,6,5,5,5,5,5
1066,1,6,7,5,7,6,6,4,7,4,3,1,3,6,5,6,7,4,3,4,5,2,1,2,4,5,4,5,6,1,5,5,2,,1,,,1,,1,1,6,5,6,7,4,5,4,6,5,6,5
363,1,7,6,6,7,7,6,6,7,6,6,6,7,7,7,7,7,6,6,6,6,6,6,6,7,6,6,6,5,2,5,1,4,,,,,,1,,1,6,7,5,6,5,4,6,6,7,6,4
296,1,7,6,6,6,7,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,5,4,4,6,5,4,4,6,1,5,4,2,,1,,,,1,,,6,5,6,6,5,5,4,5,5,4,4
427,1,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,6,4,5,7,7,7,7,7,7,3,5,2,3,4,4,,1,,1,,1,,1,7,7,7,7,7,5,7,7,5,5,7
331,1,5,6,4,4,5,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,5,4,4,7,5,4,4,6,2,5,4,4,,,,,,1,1,1,7,6,6,4,4,5,4,5,4,5,3
208,1,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,4,4,4,4,5,5,5,5,6,6,6,6,1,4,2,6,1,1,1,1,1,,,1,7,6,7,7,5,6,6,5,5,6,7
223,1,6,6,6,7,6,6,6,7,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,7,6,6,6,6,1,5,4,4,,1,,1,1,1,1,1,7,6,6,6,4,4,4,6,6,6,6
176,2,6,6,6,6,6,6,6,6,2,2,2,2,4,3,3,3,2,2,2,2,5,4,4,5,3,3,3,3,2,5,2,3,,1,,,1,1,1,,5,7,5,5,3,3,2,2,3,5,5
372,1,6,6,6,7,5,5,5,6,3,3,4,6,5,4,5,6,5,4,5,6,5,5,5,5,3,4,4,4,2,5,2,3,,1,,1,,1,1,1,6,6,6,6,6,7,6,6,6,7,7
156,1,7,7,7,7,7,5,5,7,7,6,4,7,7,7,7,7,5,4,5,4,7,5,7,5,7,5,6,5,1,3,3,2,,,,,,,1,1,7,7,7,6,7,6,7,7,5,7,4
198,1,6,5,6,7,6,5,5,5,5,6,6,7,5,5,6,6,5,6,5,6,5,6,7,6,5,6,6,6,2,3,4,3,,,,1,,1,1,1,6,5,6,6,5,5,6,5,6,6,6
156,1,7,7,7,7,7,7,7,7,4,4,4,7,5,5,5,7,6,6,4,6,5,5,4,7,5,5,5,7,2,3,4,5,,1,,1,1,1,1,1,7,7,7,7,5,7,7,7,7,7,7
106,1,6,4,1,7,6,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,6,2,3,4,3,,,,,1,,1,1,7,7,5,6,4,4,4,5,4,5,5
165,1,7,7,7,7,7,7,7,7,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,6,4,4,4,2,4,4,3,,,,1,,,1,1,5,5,5,5,5,5,5,5,5,6,6
83,1,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,4,4,5,1,4,4,2,,,,,1,,,,6,5,5,5,5,5,5,5,5,5,5
257,1,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,5,3,3,3,3,3,3,3,4,3,3,4,5,2,4,4,1,,1,,,,,,1,6,6,6,6,1,1,1,5,5,5,5
60,1,5,5,5,4,6,6,6,5,4,4,4,4,6,5,5,6,6,5,6,6,3,3,3,2,3,3,2,2,2,3,4,2,,,1,,1,1,,,5,5,5,5,5,5,5,6,5,4,5
336,1,6,5,4,6,6,4,4,7,6,4,6,7,6,3,4,7,6,2,3,5,6,4,4,7,5,3,5,5,2,5,2,2,,,,,,1,,,5,6,6,5,5,4,5,4,5,6,5
396,1,7,7,7,7,7,7,7,7,3,3,3,4,4,4,4,5,5,4,4,4,4,4,4,7,7,7,5,7,1,4,4,3,,1,1,1,1,1,1,1,6,7,7,7,4,4,4,4,4,4,4
175,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,5,1,2,,,,,,,1,,3,3,7,7,3,1,1,4,4,6,4
297,2,5,5,4,5,5,4,4,6,2,3,2,3,3,3,3,4,3,3,3,4,2,3,3,4,3,3,3,5,2,5,4,2,,,,,1,,1,,6,6,6,5,3,2,3,5,3,5,5
372,1,7,7,7,7,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,2,6,3,1,,,,1,1,1,1,,5,5,5,5,5,5,5,7,7,7,7
176,1,7,6,7,7,7,6,6,7,7,4,4,7,7,7,7,7,5,4,4,3,7,7,7,7,4,4,5,4,1,4,4,4,,1,,1,1,1,1,1,7,7,6,7,7,6,6,7,6,7,7
124,1,6,6,5,7,6,5,5,7,4,4,4,5,4,3,5,5,4,3,3,4,4,3,4,5,4,3,4,3,1,3,4,3,,1,1,1,1,1,1,1,5,6,5,4,5,2,3,4,5,5,4
235,1,7,7,4,7,7,7,5,7,7,7,5,7,7,7,7,7,7,7,5,4,7,7,7,7,5,7,7,7,1,4,4,3,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7
367,1,7,7,7,7,4,5,5,7,6,6,6,7,4,5,5,6,3,3,3,3,5,5,5,5,3,3,3,3,2,3,4,6,,,,,,,,1,7,7,7,7,7,7,7,4,5,5,5
158,1,6,6,4,7,6,5,5,7,2,1,1,1,6,4,4,7,4,4,4,4,3,3,3,5,6,4,4,7,1,3,3,2,,1,,1,1,1,1,1,6,7,7,6,6,6,6,7,7,7,7
233,1,7,2,2,7,7,6,4,7,4,3,4,5,3,2,3,5,5,3,2,4,7,5,2,5,5,3,1,4,2,3,4,5,,,,1,,,,1,7,7,5,5,1,2,2,5,7,4,6
304,1,6,6,6,7,6,6,6,7,5,5,5,6,7,6,6,7,5,5,5,6,6,5,5,6,6,6,6,5,2,5,4,4,,,,,,1,1,1,6,6,6,5,5,5,4,5,5,5,5
177,1,6,6,6,7,6,7,6,7,5,5,6,7,5,6,5,6,5,5,6,6,5,6,6,7,5,6,5,5,2,5,4,2,,,,,,1,1,,5,6,5,6,3,4,2,5,6,5,6
454,1,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,6,5,5,6,7,6,6,7,7,7,7,2,1,5,3,2,,,,,,1,1,,7,7,7,7,6,6,5,4,5,4,4
266,1,6,5,4,5,5,3,3,6,4,3,2,5,3,2,2,4,4,3,2,4,6,5,5,5,3,2,1,4,2,4,4,6,,,,,,1,1,1,7,6,7,7,5,6,5,6,4,4,5
128,1,6,6,4,6,6,6,4,6,4,3,2,4,4,4,5,3,3,4,3,4,4,3,4,4,3,3,3,3,1,3,4,4,1,1,1,1,1,1,1,1,6,5,6,5,3,6,6,6,6,6,5
409,1,6,7,6,7,6,7,6,7,5,3,4,6,5,4,6,7,4,5,6,6,7,6,5,7,5,5,4,6,2,5,2,4,,1,,,,1,1,1,6,7,7,5,6,5,4,6,5,6,6
134,1,5,4,4,5,6,4,3,6,5,5,4,5,5,4,4,4,3,2,2,2,3,2,2,2,2,2,1,2,2,3,3,2,,1,,1,,1,1,1,7,7,7,7,6,6,6,6,6,6,7
105,1,7,7,4,7,7,7,7,7,7,4,4,7,7,7,7,7,7,7,7,7,7,4,4,4,7,6,5,4,2,3,3,4,,,1,,,,1,1,7,7,7,6,1,1,4,7,7,6,6
143,1,6,4,4,5,6,4,5,4,1,2,3,4,5,4,3,4,4,3,4,4,5,4,6,5,2,1,1,2,1,3,4,3,,,,,,,1,1,5,6,5,6,4,6,3,6,5,3,5
450,1,4,5,3,5,3,6,5,4,5,2,6,5,3,6,3,5,4,3,6,4,6,4,3,6,6,3,4,4,1,3,2,2,,,1,,,1,1,,4,5,3,5,5,3,7,4,3,5,3
321,1,5,6,5,6,6,6,6,7,4,5,5,6,5,5,4,6,4,5,4,5,3,4,5,5,4,5,5,5,2,3,5,2,1,1,,1,1,1,1,1,5,5,5,4,3,5,4,5,5,5,4
371,1,7,7,6,7,7,6,6,7,6,4,4,7,6,6,5,7,6,5,4,6,6,5,5,6,2,2,2,4,2,4,3,3,,1,,,,1,1,1,5,5,6,5,4,4,5,5,5,5,5
190,1,6,4,4,4,6,4,4,5,6,5,5,6,5,3,3,3,3,3,3,3,1,1,1,2,2,2,2,4,2,4,5,1,,,,1,,,,1,3,2,5,2,3,1,1,2,1,1,6
239,1,6,5,5,7,7,5,5,7,4,3,3,4,6,5,6,7,5,5,4,6,3,2,2,4,4,3,3,4,2,3,4,3,,,,,,1,1,1,6,7,7,7,6,5,6,4,4,7,6
232,1,6,5,3,3,6,6,3,6,6,7,6,5,6,7,4,5,6,5,5,6,3,2,3,6,5,6,6,4,1,4,3,3,,,,,1,1,1,1,5,6,5,4,6,6,6,4,6,5,7
103,1,5,6,5,5,4,4,4,6,6,4,6,4,5,4,5,5,6,7,5,5,6,4,4,3,5,4,4,4,1,4,4,2,,1,,1,1,1,1,1,5,6,6,5,6,5,5,5,4,5,4
66,1,5,5,6,5,6,5,4,5,6,5,5,5,6,5,6,6,6,5,5,6,6,5,4,4,5,5,4,4,2,3,3,4,,1,1,1,1,1,1,,5,6,4,6,4,4,5,6,4,5,5
126,1,4,3,3,6,5,4,4,6,2,2,2,2,3,2,2,4,3,2,3,2,4,3,4,6,2,2,2,2,1,3,5,2,,,,1,1,,1,1,5,6,6,6,2,2,2,3,2,5,5
143,1,7,6,6,7,6,4,6,7,4,5,5,7,4,5,4,6,5,3,6,6,2,3,2,4,5,4,5,6,1,4,4,2,,,,,,,1,1,6,5,6,7,5,5,6,7,7,5,4
126,1,5,5,4,5,7,7,7,7,6,5,5,7,7,6,6,6,5,6,5,5,5,4,5,4,5,5,6,5,2,3,3,4,,1,1,,,,1,1,6,5,7,6,7,7,5,5,6,7,5
149,1,7,7,5,6,7,6,5,7,5,4,4,3,4,3,3,6,3,3,3,3,3,3,3,4,1,1,1,5,2,3,4,3,,,,,,,,1,7,7,7,7,1,1,1,1,1,1,1
174,1,5,3,4,6,7,7,7,7,1,1,1,4,7,6,4,4,5,4,1,4,1,1,1,6,1,2,1,4,2,4,4,4,,,,,,,1,1,5,6,7,5,4,5,5,4,4,6,6
133,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,4,4,2,2,2,2,3,3,3,3,2,3,4,5,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,4,4,4,4
145,1,7,7,7,7,7,7,7,7,6,4,5,6,7,7,7,7,4,3,3,3,6,5,5,5,5,6,5,6,2,3,4,5,,1,,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7
174,1,7,7,7,7,7,7,7,7,4,4,4,4,5,5,5,5,3,3,3,3,3,3,3,5,2,3,3,3,2,3,4,3,,,,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7
212,1,7,7,7,7,7,7,7,7,4,4,4,7,7,7,7,7,4,5,4,4,7,7,7,7,7,7,7,7,2,4,4,2,,,,1,,1,1,1,7,7,7,7,3,4,5,5,4,4,4
304,1,5,5,5,6,6,6,6,7,4,5,4,6,5,5,5,5,4,3,4,5,3,2,3,4,3,3,3,4,2,3,4,4,,,,1,,1,,,5,5,4,5,5,5,6,5,5,5,6
109,1,7,7,5,6,5,4,5,6,6,4,6,5,4,5,3,5,5,4,6,5,4,5,4,4,6,4,5,4,1,3,3,4,,,,1,,1,1,1,4,4,5,3,4,5,4,4,3,5,4
248,1,7,6,7,7,7,7,7,7,2,1,1,7,7,7,6,7,6,7,7,7,7,7,7,7,2,4,4,4,1,4,1,2,,,,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7
274,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,4,4,4,4,6,6,6,5,2,3,4,4,,,,1,1,,,1,7,7,7,7,7,7,7,7,6,6,7
253,1,7,6,6,7,6,5,6,6,3,4,5,6,4,5,3,6,5,3,5,6,5,5,5,6,5,5,6,6,1,3,4,4,,,,1,1,,1,1,7,6,6,6,4,3,3,6,6,7,4
122,1,7,6,6,7,6,7,7,7,3,3,3,3,6,5,4,6,6,5,6,7,5,6,7,7,5,3,6,7,1,4,4,2,,1,,1,1,1,1,1,6,7,7,7,7,7,5,6,6,6,7
79,1,7,7,7,7,7,7,6,7,3,3,3,3,4,5,5,5,4,4,5,4,5,5,5,4,5,4,5,4,2,3,4,3,,1,,1,1,1,,1,4,4,4,4,4,4,4,4,4,4,4
412,1,6,6,6,7,6,6,6,7,6,6,6,5,6,5,5,7,5,6,5,6,6,5,5,6,6,5,5,6,1,6,2,2,,1,1,,,,1,,5,5,6,5,4,4,3,5,4,4,5
157,1,7,6,4,7,7,6,5,7,7,3,5,7,7,4,5,7,6,4,5,4,7,5,6,7,6,4,5,7,2,3,4,4,,,,,,1,1,1,7,6,7,5,4,5,6,7,5,6,5
217,1,6,6,4,5,6,6,5,5,6,5,5,6,4,4,3,4,4,4,3,3,4,3,3,5,4,3,3,5,2,3,4,4,,,,,1,,,1,7,6,6,6,4,4,5,3,3,1,3
224,1,7,7,7,7,7,7,7,7,5,5,5,5,7,7,7,7,6,6,6,6,7,7,7,7,5,5,5,5,2,3,2,6,,1,,1,,,1,1,6,6,6,6,6,6,6,6,6,6,6
83,1,7,7,7,7,6,5,6,4,7,6,6,6,6,6,6,7,6,6,6,6,6,5,6,5,6,6,5,6,2,3,4,2,,,,,,,,1,6,6,6,6,6,6,6,6,6,6,6
114,1,4,4,4,6,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,6,4,4,4,3,1,4,4,2,,1,,,,1,1,1,6,6,6,5,7,7,7,6,7,7,6
133,1,7,6,6,6,5,5,6,5,3,3,3,3,5,5,4,4,4,5,5,4,5,5,5,5,1,2,2,1,1,4,4,2,,,,,,1,,1,6,6,6,6,6,6,6,6,5,6,6
681,1,6,6,5,7,6,5,4,6,6,5,5,6,6,5,4,6,5,4,4,5,6,4,4,5,5,4,5,5,2,4,4,3,,1,,1,1,1,1,1,6,6,7,6,6,5,5,6,5,6,5
96,1,7,7,7,7,7,7,7,7,2,3,3,7,1,1,1,7,2,2,2,2,1,1,1,6,3,3,3,6,2,3,3,2,,,,,,,1,1,6,6,6,6,6,6,6,6,6,6,4
153,1,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,6,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,,,,1,,1,,1,7,7,7,7,1,1,1,6,1,1,1
104,1,6,5,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,6,6,6,6,6,5,5,6,1,3,4,3,,1,,1,1,1,1,1,6,6,6,6,6,5,5,5,5,5,6
108,1,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,3,3,,,,1,1,1,,,7,6,7,7,7,7,7,7,6,6,7
152,1,6,6,6,7,6,7,5,6,4,4,4,4,6,6,6,5,5,5,5,4,7,6,5,6,4,5,4,3,1,3,4,4,,,,,,1,,1,5,6,4,5,6,4,5,4,5,4,6
203,1,6,5,4,7,6,6,6,7,5,6,7,7,4,3,3,6,3,3,2,4,6,6,4,7,6,6,4,7,2,3,3,6,,,,1,,,1,1,7,7,7,7,4,4,6,6,5,4,6
367,1,4,4,4,5,5,4,4,5,3,3,3,3,2,2,2,2,4,4,4,4,5,4,4,4,5,4,5,5,1,4,3,2,,,,1,,1,,,7,7,7,7,6,6,6,7,7,7,7
106,1,5,4,5,4,4,5,4,5,4,5,6,4,5,4,4,5,5,4,4,4,6,6,6,6,6,6,4,5,1,4,3,2,1,,1,,,,,,5,6,6,6,5,6,6,6,6,6,5
173,1,7,7,6,7,7,6,6,6,5,4,5,6,6,6,5,6,7,6,5,6,5,6,4,6,6,5,6,7,2,5,3,4,1,1,,1,,1,1,1,7,7,6,7,6,7,6,7,7,6,7
192,1,7,6,6,7,7,6,6,7,6,4,2,6,5,5,3,5,5,5,3,4,4,3,2,4,3,3,2,5,2,3,5,3,,,,,,,1,1,7,7,7,7,4,4,3,5,5,3,3
149,1,6,4,3,5,6,4,3,6,2,2,2,6,5,4,4,5,4,4,4,4,4,4,4,4,3,4,4,6,2,3,3,3,,,,,,1,1,1,5,5,5,4,5,5,5,4,4,3,3
148,1,7,7,7,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,7,7,7,7,7,2,4,1,1,1,1,,,,,,,7,7,7,7,7,7,7,7,7,7,7
144,1,5,5,4,5,5,5,4,5,6,4,5,5,6,5,4,6,6,5,5,6,4,5,4,5,6,4,6,6,1,3,3,3,,,,,,1,1,1,5,4,5,4,5,5,6,6,5,5,4
200,1,5,6,6,7,7,7,7,7,4,5,5,6,4,5,4,6,6,5,5,6,5,6,5,7,3,4,6,5,1,3,4,2,,1,,1,1,,1,1,6,7,6,6,5,5,6,6,6,6,5
202,1,5,4,5,4,4,5,5,4,4,5,5,5,4,5,4,5,5,4,4,5,4,5,5,4,4,5,4,5,2,5,2,1,,1,,,,1,1,,5,5,4,4,5,4,5,4,5,5,4
128,1,7,7,7,7,7,7,7,7,3,3,3,3,2,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,4,3,4,,,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7
164,1,6,6,5,7,5,4,4,7,3,3,3,5,4,3,3,5,4,3,3,3,5,5,5,6,4,4,3,5,2,3,4,2,1,1,,1,,1,,,6,6,7,7,7,7,7,5,5,5,5
206,1,5,5,5,7,6,6,6,6,6,6,6,7,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,1,5,4,3,,,1,,,1,1,,6,6,6,6,6,6,6,6,6,6,6
177,1,4,4,3,7,5,5,5,5,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,,,,,,,1,1,5,5,5,5,2,2,2,5,5,5,5
309,1,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,2,5,3,2,,,,,,1,1,1,7,7,7,7,5,5,6,7,7,7,7
197,1,5,5,3,6,6,5,3,6,4,3,3,5,5,5,3,6,4,3,3,3,5,3,3,6,5,3,3,4,2,4,5,4,,1,1,,,,1,1,5,5,6,5,3,3,4,5,5,5,5
309,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,2,6,,1,1,1,1,1,1,,7,7,7,7,7,7,7,7,7,7,7
140,1,6,6,6,7,7,7,6,7,6,6,6,7,4,4,4,5,3,3,3,4,4,2,2,5,3,2,2,4,2,1,2,3,,,1,,,,1,1,7,7,7,7,6,4,3,3,4,4,4
619,1,4,4,3,7,7,7,6,7,6,6,5,7,3,3,2,7,1,2,2,1,2,2,3,7,1,1,1,1,1,4,4,3,,1,,1,1,1,1,1,6,6,6,6,7,7,7,7,7,7,6
190,1,5,5,5,6,6,5,5,7,4,5,4,5,6,6,5,6,6,5,6,5,5,6,4,5,5,4,5,6,2,3,4,3,,1,,,,1,1,1,6,7,6,6,3,4,5,5,6,5,6
137,1,1,2,2,1,3,2,2,3,3,2,3,2,3,2,2,4,3,2,2,6,3,2,2,7,5,6,7,5,2,3,3,3,,1,1,1,1,,1,1,5,5,6,5,2,2,2,4,4,4,4
184,1,7,7,7,7,7,7,7,7,4,3,4,4,7,6,7,7,3,4,4,5,6,5,5,7,2,6,5,7,1,3,5,3,,,,1,1,1,,1,6,7,7,2,3,2,1,7,1,1,7
666,1,6,5,5,5,6,5,4,5,4,4,4,4,5,5,4,5,5,5,5,4,4,4,4,4,5,4,4,4,2,5,2,4,,,,,,1,1,1,5,5,5,5,3,3,2,4,4,4,5
162,1,7,6,6,6,7,6,7,7,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,5,7,6,6,6,2,4,4,3,,1,,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7
73,1,6,6,6,6,6,6,6,6,6,5,5,4,4,5,3,5,6,5,4,4,5,4,4,4,6,5,4,4,2,3,4,3,1,,1,,1,1,,1,6,5,4,5,5,4,4,6,5,4,5
158,1,6,6,6,6,6,6,6,6,3,3,3,3,4,4,4,4,4,4,4,4,2,2,2,2,1,2,2,2,1,3,3,2,,,,1,,1,,1,6,5,5,5,4,4,4,7,6,6,7
140,1,7,6,3,6,6,6,3,6,3,3,3,3,5,4,3,6,2,2,2,2,2,2,2,5,2,2,2,2,2,3,4,3,,,,1,,,1,1,4,5,4,5,3,3,3,5,5,5,5
209,1,7,7,7,7,7,7,7,7,6,6,6,7,5,5,6,5,5,4,1,2,5,4,5,5,5,4,4,5,1,5,3,2,,1,,,1,,,,4,4,4,4,4,4,4,5,5,5,5
237,1,7,7,6,6,7,6,5,6,7,6,5,6,7,6,6,7,6,5,4,5,6,5,6,7,5,4,5,4,2,5,5,2,,1,,1,,1,1,1,7,6,7,6,5,4,3,5,6,5,6
39,1,7,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,6,6,2,5,5,2,,,,,1,,,,5,5,5,5,5,3,3,5,5,5,5
237,1,7,7,7,7,7,7,7,7,5,4,3,6,4,3,3,6,4,4,4,4,3,3,3,6,3,3,3,4,2,4,3,2,,1,,1,,1,1,1,4,6,6,6,2,2,2,4,5,5,5
191,1,6,5,6,7,6,6,5,7,4,6,6,7,4,4,4,5,6,5,6,6,5,6,5,6,5,6,4,5,2,3,3,4,,,,,,1,1,1,6,5,5,6,4,5,4,4,4,4,3
151,1,7,7,6,7,5,6,5,6,4,4,5,6,4,4,3,4,3,4,3,4,4,5,6,7,5,3,5,6,2,3,4,5,,,,,,,1,1,6,7,7,6,5,7,5,6,7,5,7
178,1,5,5,5,6,5,5,5,6,5,5,5,6,6,6,6,7,5,5,5,6,6,6,6,6,6,6,6,6,2,4,3,3,,,,1,1,1,1,1,5,6,6,6,4,5,5,5,6,6,6
371,1,6,5,6,7,6,5,6,7,5,5,5,6,7,7,7,7,6,5,6,5,5,5,5,7,6,6,6,7,2,4,3,3,,,,1,1,1,1,1,6,6,6,6,6,6,6,4,6,4,6
139,1,7,6,6,7,7,6,5,7,4,4,4,5,5,5,4,7,4,4,4,6,4,4,4,6,4,4,4,6,2,3,4,3,,,,,,,1,1,6,6,6,6,2,2,2,6,6,6,6
467,1,7,6,6,6,7,7,6,7,6,5,6,7,7,6,6,7,7,6,5,6,6,6,6,7,7,7,5,7,2,4,4,5,,1,,1,1,1,1,1,7,7,7,7,6,6,7,7,7,7,7
96,1,7,6,6,7,7,7,7,7,5,6,5,6,6,6,7,7,7,7,6,7,6,6,6,7,6,4,7,7,1,4,4,2,,,,,1,1,1,,7,6,7,6,7,7,5,6,7,7,7
248,1,7,7,5,7,7,6,4,7,7,5,4,7,5,1,1,3,7,4,4,4,5,2,2,6,5,1,1,7,2,4,3,2,1,,,,1,1,1,1,5,3,4,5,6,4,4,7,5,5,4
157,1,5,5,5,5,6,6,5,6,5,5,4,6,4,4,4,4,4,4,4,3,5,4,4,6,4,3,3,4,2,4,4,2,,,,,,1,1,1,5,5,5,5,2,2,3,5,5,6,6
58,1,5,5,4,4,4,4,3,4,5,4,4,3,4,3,3,3,4,4,4,4,4,3,4,4,4,3,4,4,2,3,4,2,,,1,,1,,,,5,4,4,3,4,3,3,4,4,3,4
190,1,4,4,4,4,4,4,4,4,5,5,4,5,5,5,6,6,5,5,5,6,5,5,5,4,5,5,5,4,2,5,4,3,,,,,1,1,,,5,5,5,6,5,5,5,5,5,5,6
